barcode ,Description,BRAND,SUPPLIER,RMS CODE,ALSHAYA CODE
7.93574E+11,FORTAVITA MANUKA HONEY &PROPOLIS 12 LOZENGES L&H,FORTAVITA,ADVANCIES,220064727,new code
904243565,APROPOS EAR DROPS -20 ML,APROPOS,ADVANCIES,220062320,B2BOB220580
7.93574E+11,FORTAVITA H&L MANUKA HONEY UMF10 12 LOZENGES,FORTAVITA,ADVANCIES,220060042,B2BOB243565
,FORTAVITA MANUKA HONEY MGO 100+  ,FORTAVITA,ADVANCIES,272969363,B2BOB220603
6.09723E+11,FORTAVITA THROAT & MOUTH SPRAY 30 ML,FORTAVITA,ADVANCIES,220053258,272969363
7.99439E+11,FORTAVITA MANUKA HONEY WITH ROYAL GELLY MGO 100+ 250 GMS,FORTAVITA,ADVANCIES,220194287,B2BOB201833
9.4219E+12,FORTAVITA MANUKA HONEY WITH GINGER MGO 100+ 250 GMS,FORTAVITA,ADVANCIES,220056689,B2BOB251218
7.99439E+11,FORTAVITA MANUKA HONEY WITH GINSENG MGO 100+ 250 GMS,FORTAVITA,ADVANCIES,220058997,B2BOB294983
7.99439E+11,FORTAVITA MANUKA HONEY MGO 400+ (500G),FORTAVITA,ADVANCIES,220194101,B2BOB251201
930986551,APROPOS THROAT SPRAY-CHILD 25ML,APROPOS,ADVANCIES,220050512,B2BOB2051225
9.4219E+12,FORTAVITA MANUKA HONEY MGO400+ (250G),FORTAVITA,ADVANCIES,220194847,B2BOB286551
7.93574E+11,FORTAVITA MANUKA & PROPOLIS 12 LOZENGES COOL MINT,FORTAVITA,ADVANCIES,220062310,B2BOB2038268S
930986548,APROPOS THROAT SPRAY ADULT,APROPOS,ADVANCIES,220075473,B2BOB220597
904243639,APROPOS NASAL SPRAY 25 ML,APROPOS,ADVANCIES,220054804,B2BOB286548
8.80942E+12,COSRX AHA/BHA CLARIFY TONER 150ML,COSRX,AJA INTERNATIONAL ,220214523,B2BOB243639
8.80942E+12,COSRX CENTELLA BLEMISH CREAM 30ML,COSRX,AJA INTERNATIONAL ,220214477,B2BOB26470030
8.80912E+12,D KLAIRS FRESHLY JUICED VITAMIN DROP35ML,DEAR KLAIRS,AJA INTERNATIONAL ,220214472,B2BOB26470368
8.80942E+12,COSRX ALOE SOOTHNG SUNCREAM SPF50 50ML,COSRX,AJA INTERNATIONAL ,220214613,B2BOB25025050
8.80942E+12,COSRX ADVANCED SNAIL96 PWR ESSENCE100ML,COSRX,AJA INTERNATIONAL ,220214250,B2BOB26470191
8.80942E+12,COSRX ADVNCD SNAIL92 CREAM 100GM,COSRX,AJA INTERNATIONAL ,220214539,B2BOB26470009
8.80999E+12,K-SECRET CALAMINE SUNBLOCK SPF50 50ML,K-SECRET,AJA INTERNATIONAL ,220214501,B2BOB26470016
8.80942E+12,COSRX ONE STEP ORIGINAL CLEAR PAD 70S,COSRX,AJA INTERNATIONAL ,220214197,B2BOB20034789
8.80912E+12,D KLAIRS SUPPLE PREPRTN ALLOVR LTN 250ML,DEAR KLAIRS,AJA INTERNATIONAL ,220214993,B2BOB26470306
8.80912E+12,D KLAIRS SUPPLE PREPRTN UNSCENT TNR180ML,DEAR KLAIRS,AJA INTERNATIONAL ,220214920,B2BOB25023551
,K-SECRET COLLAGEN BOOSTING SECRET SLEEPING MASK 60ML,K-SECRET,AJA INTERNATIONAL ,130127720,B2BOB25029119
,K-SECRET VITA COLLAGEN SECRET WHITENING SUN LOTION 50ML,K-SECRET,AJA INTERNATIONAL ,130131971,130127720
8.80912E+12,D KLAIRS FRESHLY JUICED VIT E MASK 90ML,DEAR KLAIRS,AJA INTERNATIONAL ,220215018,130131971
,K-SECRET VITA COLLAGEN SECRET WHITENING BODY LOTION 200ML,K-SECRET,AJA INTERNATIONAL ,130131973,B2BOB25024046
,K-SECRET COLLAGEN VITA SECRET MULTI BALM 11GM,K-SECRET,AJA INTERNATIONAL ,130131975,130131973
8.8096E+12,COSRX ADV SNAILPEPTIDE EYE CREAM 25ML,COSRX,AJA INTERNATIONAL ,220214776,130131975
,K-SECRET VITA COLLAGEN SECRET WHITENING BAR 110GM,K-SECRET,AJA INTERNATIONAL ,130131976,B2BOB28451070
8.80999E+12,K-SECRET CALAMINE SECRET BAR 100GM,K-SECRET,AJA INTERNATIONAL ,220214314,130131976
8.80942E+12,COSRX BHA BLACKHEAD POWER LIQUID 100ML,COSRX,AJA INTERNATIONAL ,220214492,B2BOB20034727
,K-SECRET COLLAGEN BOOSTING SECRET DAY CREAM 60ML,K-SECRET,AJA INTERNATIONAL ,130131977,B2BOB26470054
8.80912E+12,D KLAIRS SUPPLE PREPARTN TONER 180ML,DEAR KLAIRS,AJA INTERNATIONAL ,220214621,130131977
8.80957E+12,D KLAIRS GNTL BLCKSUGAR FCL POLISH110GM,DEAR KLAIRS,AJA INTERNATIONAL ,220214701,B2BOB25025012
8.8097E+12,K-SECRET CALAMINE 30 DAYS TONER 160ML,K-SECRET,AJA INTERNATIONAL ,220214253,B2BOB22890338
8.80912E+12,D KLAIRS MIDNIGHT BLUE YTH ACTV DROP20ML,DEAR KLAIRS,AJA INTERNATIONAL ,220214782,B2BOB25240263
8.80942E+12,COSRX LOW PH GOOD MORNING CLEANSER 150ML,COSRX,AJA INTERNATIONAL ,220214357,B2BOB25023681
8.80912E+12,D KLAIRS RICH MOIST SOOTHING SERUM 80ML,DEAR KLAIRS,AJA INTERNATIONAL ,220214829,B2BOB26470511
8.8097E+12,K-SECRET CALAMINE DERMA SCRT SERUM 50ML,K-SECRET,AJA INTERNATIONAL ,220214957,B2BOB25025258
8.80999E+12,K-SECRET CALAMINE DERMA SECRET CRM 50ML,K-SECRET,AJA INTERNATIONAL ,220214301,B2BOB25240232
8.80912E+12,D KLAIRS RICH MOIST FOAMING CLNSR 100ML,DEAR KLAIRS,AJA INTERNATIONAL ,220214900,B2BOB20034796
8.00266E+12,(*)BRUFEN 600 MG TAB 30S,BRUFEN,AKAB MEDICAL SUPPLIES,220233025,B2BOB25025487
8.00266E+12,BRUFEN RETARD 800MG TAB 20S,BRUFEN,AKAB MEDICAL SUPPLIES,220227403,BZBTSLOBRU29232
8.00266E+12,BRUFEN SYRUP 200ML,BRUFEN,AKAB MEDICAL SUPPLIES,220201540,BZBTSLOBRU29218
8.00266E+12,BRUFEN 600MG GRANULES SACHET 30S,BRUFEN,AKAB MEDICAL SUPPLIES,220206097,WXBOWX3000990
8.00266E+12,BRUFEN 600MG GRANULES SACHET 20S,BRUFEN,AKAB MEDICAL SUPPLIES,220224441,WXBOWX0033703
,BRUFEN 400 MG TAB 30S,BRUFEN,AKAB MEDICAL SUPPLIES,220216336,BZBTSLOBRU32805
8.02381E+12,BRUFEN SYRUP 100ML,BRUFEN,AKAB MEDICAL SUPPLIES,220162816,BZBTSLOBRU28471
9.65015E+11,(*)VENTOLIN EVOHALER 100MCG,VENTOLIN,AKAB MEDICAL SUPPLIES,220002560,WXBOWXKNU007
9.65015E+12,(*)VIAGRA 100MG 4S,VIAGRA,AKAB MEDICAL SUPPLIES,220153086,WXBOWXGXU111
9.65015E+11,ZITHROMAX 250MG CAPSULES 6S,ZITHROMAX,AKAB MEDICAL SUPPLIES,220157676,WXBOWXVIAG100
9.65015E+11,(*)DIFLUCAN 150MG CAPSULES 1S,DIFLUCAN,AKAB MEDICAL SUPPLIES,220161531,WXBOWXPZB019
9.65015E+11,ZOVIRAX 800MG TABS 35S,ZOVIRAX,AKAB MEDICAL SUPPLIES,220159638,WXBOWXPZU002
8.43009E+12,VALTREX 500MG TAB 10S,VALTREX,AKAB MEDICAL SUPPLIES,220154445,WXBOWXWEU094
5.01601E+12,ALLERGAN OPTIVE EYE DROPS 15ML,ALLERGAN,AKAB MEDICAL SUPPLIES,220002389,WXBOWXIBT006B
9.65015E+11,VENTOLIN NEBULES 40S,VENTOLIN,AKAB MEDICAL SUPPLIES,220162207,WXBOWX5811310
9.65015E+11,FLIXOTIDE 50 EVOHA 120S,FLIXOTIDE,AKAB MEDICAL SUPPLIES,220158710,WXBOWXGXU110
9.65015E+11,IMIGRAN 50MG TAB 2S,IMIGRAN,AKAB MEDICAL SUPPLIES,220165640,WXBOWXIBT006F
9.65015E+11,FML LIQUIFILM 5ML,FML,AKAB MEDICAL SUPPLIES,220002558,WXBOWXGXU083
5.01601E+12,ZYMAXID 0.5% EYE DROP 2.5ML,ZYMAXID,AKAB MEDICAL SUPPLIES,220219505,WXBOWXANS042
9.65015E+11,SERETIDE 25/125 EVOHALER,SERETIDE,AKAB MEDICAL SUPPLIES,220158237,BZBTSLOZYM03714
9.65015E+11,ZITHROMAX 900MG SUSP 225ML,ZITHROMAX,AKAB MEDICAL SUPPLIES,220153258,WXBOWXGXU217
9.65015E+12,RESTASIS 0.05%  EYE DROPS 0.4 ML*30,RESTASIS,AKAB MEDICAL SUPPLIES,220166285,WXBOWXPZB021
9.65015E+11,SERETIDE 50/250 DISKUS,SERETIDE,AKAB MEDICAL SUPPLIES,220159246,WXBOWXRESTAS0001
8.43009E+12,VALTREX 500MG 42S CAP,VALTREX,AKAB MEDICAL SUPPLIES,220154999,WXBOWXGXU211
9.65015E+11,BETNOVATE SCALP APP 30ML,BETNOVATE,AKAB MEDICAL SUPPLIES,220159365,WXBOWXWEU082
5.01601E+12,PRED FORTE EYE DROPS 5ML,PRED,AKAB MEDICAL SUPPLIES,220219261,WXBOWXGXU023
9.65015E+11,ALLERGAN CELLUVISC EYE DRPS 30S,ALLERGAN,AKAB MEDICAL SUPPLIES,220154079,BZBTSLOPRE02298
9.65015E+11,CARDURA 4MG TAB 20S,CARDURA,AKAB MEDICAL SUPPLIES,220158712,WXBOWXANS037
9.65015E+11,IMIGRAN 100MG TAB 2S,IMIGRAN,AKAB MEDICAL SUPPLIES,220159165,WXBOWXPZB036
9.65015E+11,ZOVIRAX CREAM 2GM,ZOVIRAX,AKAB MEDICAL SUPPLIES,220159247,WXBOWXGXU082
9.65015E+11,SERETIDE 500MCG DISKUS 60S,SERETIDE,AKAB MEDICAL SUPPLIES,220171654,WXBOWXWEU088
9.65015E+11,FLIXOTIDE DISKUS 250MCG 60S,FLIXOTIDE,AKAB MEDICAL SUPPLIES,220154998,WXBOWXGXU212
9.65015E+11,CELEBREX 200MG CAP 10S,CELEBREX,AKAB MEDICAL SUPPLIES,220158960,WXBOWXGXU1791
9.65015E+11,(*)ALLERGAN REFRESH + LUB EYEDRPS 30S,ALLERGAN,AKAB MEDICAL SUPPLIES,220155765,WXBOWXSPU048
9.65015E+11,IMIGRAN NASAL SPRAY 10MG,IMIGRAN,AKAB MEDICAL SUPPLIES,220168698,WXBOWXANS099
9.65015E+11,FLIXOTIDE 125MCG EVOHALER 60UD,FLIXOTIDE,AKAB MEDICAL SUPPLIES,220166284,WXBOWXGXU087
9.65015E+12,(*)VIAGRA 50 MG 30S TAB,VIAGRA,AKAB MEDICAL SUPPLIES,220172021,WXBOWXGXU236
9.65015E+11,LAMICTAL 100MG TABS 30S,LAMICTAL,AKAB MEDICAL SUPPLIES,220160220,WXBOWXVIAGRA30
5.01601E+12,OFLOX EYE DROPS 5ML,OFLOX,AKAB MEDICAL SUPPLIES,220219805,WXBOWXWEU0351
9.65015E+11,ZOVIRAX CREAM 10GM,ZOVIRAX,AKAB MEDICAL SUPPLIES,220162897,BZBTSLOOFL02311
9.65015E+11,(*)DERMOVATE CREAM 25GM,DERMOVATE,AKAB MEDICAL SUPPLIES,220162028,WXBOWXWEU087
5.01071E+12,ZOVIRAX COLD SORE PUMP 2GM,ZOVIRAX,AKAB MEDICAL SUPPLIES,220155000,WXBOWXGXU036
6.0914E+12,ELTROXIN 50MCG TAB100S,ELTROXIN,AKAB MEDICAL SUPPLIES,220223854,WXBOWXWEU095
9.65015E+11,ALLERGAN REFRESH TEARS EYEDRPS 15ML,ALLERGAN,AKAB MEDICAL SUPPLIES,220159364,BZBTSLOELT02348
9.65015E+11,VIBRAMCIN 100MG CAPSULES 10S,VIBRAMCIN,AKAB MEDICAL SUPPLIES,220164038,WXBOWXANS098
6.0914E+12,LANOXIN 0.25MG TAB 100S,LANOXIN,AKAB MEDICAL SUPPLIES,220155347,WXBOWXPZB018
9.65015E+11,CELEBREX 200MG CAPS 30S,CELEBREX,AKAB MEDICAL SUPPLIES,220159766,WXBOWXWEU045
8.43031E+12,EBASTEL TAB. 10MG 20 TAB,EBASTEL,AKAB MEDICAL SUPPLIES,220224018,WXBOWXIBT006E
6.0914E+12,ZYLORIC 300MG TABLETS 28S,ZYLORIC,AKAB MEDICAL SUPPLIES,220222296,BZBTSLOEBA04806
9.65015E+11,(*)VIAGRA 50MG TABLETS 4S,VIAGRA,AKAB MEDICAL SUPPLIES,220169892,BZBTSLOZYL01945
9.65015E+11,DERMOVATE SCALP APP 25ML,DERMOVATE,AKAB MEDICAL SUPPLIES,220158899,WXBOWXPZB030
9.65015E+11,(*)NORVASC 5MG CAPSULES 30S,NORVASC,AKAB MEDICAL SUPPLIES,220156071,WXBOWXGXU040
9.65015E+11,CELEBREX 100MG CAP 20S,CELEBREX,AKAB MEDICAL SUPPLIES,220155346,WXBOWXPZB009
6.0914E+12,(*)ELTROXIN 100MCG TAB100S,ELTROXIN,AKAB MEDICAL SUPPLIES,220232882,WXBOWXSPU047
9.65015E+12,(*)VIAGRA 50 MG 12S TAB,VIAGRA,AKAB MEDICAL SUPPLIES,220170584,BZBTSLOELT02621
9.65015E+11,ZOVIRAX 200MG TABS 25S,ZOVIRAX,AKAB MEDICAL SUPPLIES,220164919,WXBOWXVIAGRA12
9.65015E+11,DIFLUCAN 50MG CAPS 7S,DIFLUCAN,AKAB MEDICAL SUPPLIES,220161317,WXBOWXWEU086
6.0914E+12,ZYLORIC 100MG TAB 50S,ZYLORIC,AKAB MEDICAL SUPPLIES,220170917,WXBOWXPZB001
9.65015E+11,ALDACTONE 100MG TAB 10S,ALDACTONE,AKAB MEDICAL SUPPLIES,220152918,WXBOWXWEU101
9.65015E+11,BETNOVATE CREAM 30GM,BETNOVATE,AKAB MEDICAL SUPPLIES,220160323,WXBOWXSPU010
9.65015E+11,DERMOVATE OINTMENT 25GM,DERMOVATE,AKAB MEDICAL SUPPLIES,220155831,WXBOWXGXU018
3.00654E+11,(V) ALCON OPTI-FREE PUREMOIST 90ML,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220221937,WXBOWXGXU039
6.30175E+11,(V) ALCON FRESHLOOK DAILY COLOR LENSES GRAY 10PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220197981,BZBTSLOALC10848
6.30175E+11,(V) ALCON FRESHLOOK DAILY COLOR LENSES PURE HAZEL 10PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220198219,B2BOB25464941
8.46567E+11,(V) ALCON FRESHLOOK DAILY COLOR LENSES MYSTIC HAZEL 10PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220198045,B2BOB25450968
6.30175E+11,(V) ALCON FRESHLOOK DAILY COLOR LENSES GREEN 10PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220197821,B2BOB26945245
7.30822E+11,(V) ALCON FRESHLOOK MONTHLY COLOR LENSES PURE HAZEL 2PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220197731,B2BOB25450456
3.00654E+11,(V) ALCON OPTI-FREE PUREMOIST 300ML,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220227503,B2BOB21690646
7.30822E+11,(V) ALCON FRESHLOOK MONTHLY COLOR LENSES BROWN 2PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220197688,BZBTSLOALC10831
8.46567E+11,(V) ALCON FRESHLOOK DAILY COLOR LENSES MYSTIC GRAY 10PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220198082,B2BOB21598805
7.30822E+11,(V) ALCON FRESHLOOK MONTHLY COLOR LENSES HONEY 2PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220197800,B2BOB26921461
7.30822E+11,(V) ALCON FRESHLOOK MONTHLY COLOR LENSES GREEN 2PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220197757,B2BOB21600515
7.30822E+11,(V) ALCON FRESHLOOK MONTHLY COLOR LENSES STERLING GRAY 2PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220197827,B2BOB21599949
8.46567E+11,(V) ALCON FRESHLOOK DAILY COLOR LENSES MYSTIC BLUE 10PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220197883,B2BOB21991927
7.30822E+11,(V) ALCON FRESHLOOK MONTHLY COLOR LENSES MISTY GRAY 2PC,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220197865,B2BOB26920907
7.30822E+11,(V) ALCON FRESHLOOK MONTHLY COLOR LENSES GRAY 2PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220197956,B2BOB21633940
6.30175E+11,(V) ALCON FRESHLOOK DAILY COLOR LENSES BLUE 10PCS,ALCON,AL AMIN MEDICAL INSTRUMENTS (LLC) ,220198115,B2BOB21599376
,GENOVE PILOPEPTAN ANTI HAIR LOSS SHAMPO FOR WOMEN 250ML,GENOVE,AL AROOBA,220068445,B2BOB25449948
,GENOVE PILOPEPTAN ANTI HAIR LOSS LOTION 125ML,GENOVE,AL AROOBA,220093023,220068445
,GENOVE GENOSUN ZERO SPF50 CREAM 125ML,GENOVE,AL AROOBA,273910920,220093023
,GENOVE GENOSUN AFTER SUN LOTION 400ML,GENOVE,AL AROOBA,274154427,273910920
,GENOVE GENOSUN FACIAL PIGMENT REPAIR SPF50 CREAM 50ML,GENOVE,AL AROOBA,274154429,274154427
,GENOVE FLUIDBASE LIGHTENING GEL H 20ML,GENOVE,AL AROOBA,274154428,274154429
,GENOVE FLUIDBASE REDERM 15% AHA SERUM 30ML,GENOVE,AL AROOBA,220078723,274154428
,GENOVE FLUIDBASE K ANTI DARK CIRCLE CREAM 20ML,GENOVE,AL AROOBA,220105549,220078723
,GENOVE PILOPEPTAN LASH & BROW ENHANCING SERUM 6ML,GENOVE,AL AROOBA,130282097,220105549
,GENOVE EMULBASE  CLEANSER ZINC FOR ACNE 250ML,GENOVE,AL AROOBA,220100994,130282097
,GENOVE PILOPEPTAN WOMEN TABLET 30 TAB,GENOVE,AL AROOBA,130282095,220100994
,GENOVE FLUIDBASE  LIGHTENING GEL 30ML,GENOVE,AL AROOBA,220092508,130282095
,GENOVE FLUID FACIAL SPF50+ ANTI-AGING 50ML,GENOVE,AL AROOBA,220195849,220092508
,GENOVE EMULBASE  AVENA CLEANSER FOR SENSITIVE SKIN 250ML,GENOVE,AL AROOBA,220086302,220195849
,GENOVE FLUIDBASE ANTI-AGING MOISTURIZING CREAM WITH RETINOL 30ML,GENOVE,AL AROOBA,220113502,220086302
,GENOVE FLUIDBASE OIL FREE CREAM MOISTURIZER FOR OILY SKIN 50ML,GENOVE,AL AROOBA,220206305,220113502
,GENOVE FLUIDBASE  AHA 10% LOTION 250ML,GENOVE,AL AROOBA,220099036,220206305
,GENOVE PILOPEPTAN NAIL REPAIR GEL 10ML,GENOVE,AL AROOBA,274619744,220099036
,GENOVE PILOPEPTAN WOMAN HAIR MASK 200 ML,GENOVE,AL AROOBA,274624801,274619744
,GENOVE PILOPEPTAN WOMAN HAIR REPAIR SERUM 30ML,GENOVE,AL AROOBA,220086811,274624801
6.28126E+12,BETAZOL CREAM 30GM,BETAZOL,AL AROOBA,220232739,B5BOB5GENO00153
6.42791E+11,REJUVASKIN SCAR ESTHETIQUE CREAM 30ML,RUJAVASKIN,AL AROOBA,220157538,BZBTSLOBET85353
6.28126E+12,DOMPY 1MG/ML 200ML SUSPENSION,DOMPY,AL AROOBA,220225065,UPBOUP0800004
8.71805E+12,HEMOCLIN HAEMORRHOID GEL 37GM,HEMOCLIN,AL AROOBA,220190283,BZBTSLODOM24232
8.9013E+12,LOVIR 400MG TABS 50S,LOVIR,AL AROOBA,220169053,B2BOB23574233
6.28127E+12,FUSIBACT B CREAM 15GM,FUSIBACT,AL AROOBA,220219812,Y8BOY81032
7.6804E+12,METROLAG 250MG TAB 20S,METROLAG,AL AROOBA,220170505,BZBTSLOFUS15320
6.25115E+12,APISAL DROPS 15ML,APISAL,AL AROOBA,220182445,Y4BOY41LG0070
6.28121E+12,AMVASC 10MG 30S CAPS,AMVASC,AL AROOBA,220163956,XPBOXPAP01336
9.65014E+11,METROLAG 500MG TAB 24S,METROLAG,AL AROOBA,220171436,Y4BOY4AMVA10MG
46688100250,JOLEN CREAM BLEACH 1OZ,MENTOS,AL AROOBA,220218370,Y4BOY41LG0075
7.35007E+12,POXCLIN COOL MOUSSE 100ML,POXCLIN,AL AROOBA,220224103,BZBTSLOJOL00250
6.42791E+11,REJUVASIL SILICONE SCAR GEL,RUJAVASKIN,AL AROOBA,129861923,BZBTSLOPOX00630
,PW MULTIMAX 90 CAPSULES,PW,AL AROOBA,130026912,129861923
6.28509E+12,FLUDREX TABLETS 24S,FLUDREX,AL AROOBA,220231283,130026912
8.71805E+12,HEMOCLIN CAN HAEMORRHOID GEL 45ML,HEMOCLIN,AL AROOBA,220074946,BZBTSLOFLU01560
8.71805E+12,WORTIE ADVANCED WART & VERRUCA REMOVER 50ML,WORTIE,AL AROOBA,220194579,B2BOB23574226
6.28127E+12,AZI-ONCE CAPS 250MG 6S,AZI-ONCE,AL AROOBA,220163513,B2BOB23574189
9.65014E+11,CROMA OPTHALMIC SOLN 10ML,CROMA,AL AROOBA,220164100,Y4BOY4AZI0043
6.28128E+12,OPTIFRESH EYE DROPS 10ML,OPTIFRESH,AL AROOBA,220216043,Y4BOY41JJ0081
6.28127E+12,OPTIDEX - T DROPS,OPTIDEX,AL AROOBA,220220881,BZBTSLOOPT15102
6.28121E+12,AMVASC 2.5MG 30S CAPS,AMVASC,AL AROOBA,220172290,BZBTSLOOPT25087
8.71805E+12,WORTIE LIQUID WART & VERRUCA REMOVER 5ML,WORTIE,AL AROOBA,220064859,Y4BOY4AMVA2.5MG
6.28127E+12,FUSIBACT OINTMENT 15GM,FUSIBACT,AL AROOBA,220225379,B2BOB23574530
6.28509E+12,FLUDREX 120ML SYRUP,FLUDREX,AL AROOBA,220231039,BZBTSLOFUS96544
5.09951E+12,(*)WATERWIPES BABY CHEMICAL FREE WIPES 60S,WATERWIPES,AL AROOBA,220230065,BZBTSLOFLU00372
6.28121E+12,AMVASC 5MG 30S CAPS,AMVASC,AL AROOBA,220165496,BZBTSLOWAT41215
1.46688E+11,JOLEN CRM BLEACH ALOE VERA 1OZ,JOLEN,AL AROOBA,220066597,Y4BOY4AMVA5MG
6.28513E+12,DOMPY 10MG 30S (TAB,DOMPY,AL AROOBA,220166073,B2BOB2100509
46688400015,JOLEN CREAM BLEACH 4OZ,JOLEN,AL AROOBA,220224751,Y4BOY4DOMPMG
80466468,DOVE ORIGINAL DEO CREAM 50ML,DOVE,AL GURG,220229076,BZBTSLOJOL00015
,DOVE DEO EVEN TONE ROLL ON 50ML,DOVE,AL GURG,274329577,BZBTSLODOV66468
,DOVE DEO EVEN TONE AEROSOL 150ML,DOVE,AL GURG,274359455,274329577
,DOVE DEO ORIGINAL STICK 40G,DOVE,AL GURG,220175481,274359455
,AXE DEO STICK ROCK BLACK 50ML,AXE,AL GURG,274374387,220175481
,DOVE DEO ORIGINAL ROLL ON 50ML,DOVE,AL GURG,220177757,274374387
,REXONA DEO BAMBOO FREEZE ROLL ON 50ML,REXONA,AL GURG,220181522,220177757
,DOVE MEN THICKENING SHAMPOO 400ML,DOVE,AL GURG,274329575,220181522
,DOVE MEN EXTRA FRESH BODY AND FACE WASH 400ML,DOVE,AL GURG,274364401,274329575
,DOVE MEN OIL CONTROL MOISTURIZER CREAM 50G,DOVE,AL GURG,274369445,274364401
,DOVE MEN EXTRA HYDRATING MOISTURIZER CREAM 50G,DOVE,AL GURG,274329574,274369445
,REXONA DEO XTRA COOL ROLL ON FOR MEN 50ML,REXONA,AL GURG,220180593,274329574
,REXONA DEO ANTIBACTERIAL INVISIBLE ROLL ON WOMEN 50ML,REXONA,AL GURG,220198519,220180593
,DOVE MEN DEO CLEAN COMFORT SPRAY 150ML,DOVE,AL GURG,220083751,220198519
,REXONA DEO XTRA COOL STICK FOR MEN 40G,REXONA,AL GURG,220216700,220083751
,REXONA DEO ANTIBACTERIAL INVISIBLE ROLL ON FOR MEN 50ML,REXONA,AL GURG,220196386,220216700
,REXONA DEO ANIBCTERIAL INVISIBLE SPRAY  FOR WOMEN 150ML,REXONA,AL GURG,220059469,220196386
,REXONA DEO ANIBCTERIAL INVISIBLE SPRAY FOR MEN 150ML,REXONA,AL GURG,220199721,220059469
8.7116E+12,DOVE BODY LOTION ESSENTIAL CARE 250ML,DOVE,AL GURG,220235942,220199721
,DOVE BODY LOTION GLOWNG 250ML,DOVE,AL GURG,274369444,BZBTSLODOV56877
,DOVE NOURISHING CREAM FOR DRY SKIN 250ML,DOVE,AL GURG,274374386,274369444
,DOVE LIGHT HYDRATING CREAM FOR ALL SKIN 250ML,DOVE,AL GURG,274354461,274374386
,VASELINE BODY LOTION EVENTONE UV VISION 400ML ,VASELINE,AL GURG,220281150,274354461
,PONDS AGE DEFENSE NIGHT CREAM50ML ,PONDS,AL GURG,130121925,220281150
,PONDS BRIGHT BEAUTY FACIAL FOAM 100GM,PONDS,AL GURG,130121924,130121925
79400204431,T&G ILLUMINATING BLONDE SHMP 250ML,TONY & GUY,AL GURG,220207639,130121924
,PONDS ALOE MOISTURIZER GEL 50ML,PONDS,AL GURG,130121923,WUBOWU0204431
6.67803E+11,T&G ILLUMINATING HAIR PERF 125ML,TONY & GUY,AL GURG,220206799,130121923
,PONDS FLAWLESS RADIANCE NIGHT CREAM 50ML,PONDS,AL GURG,220235887,WUBOWU3002909
,PONDS BRIGHT MINERAL CLAY FACE CLEANSER 90GM,PONDS,AL GURG,220207644,220235887
,PONDS BRIGHT BEAUTY DAILY FACIAL SCRUB 100GM,PONDS,AL GURG,130112064,220207644
,PONDS HEALTHY HYDRATION WITH ORANGE NECTAR 90GM,PONDS,AL GURG,130121919,130112064
,PONDS AGE DEFENSE CREAM 50ML ,PONDS,AL GURG,130121926,130121919
,PONDS FLAWLESS RADIANCE DAY CREAM SPF30 50ML,PONDS,AL GURG,220184502,130121926
79400204714,T&G SEA SALT SPRAY 200ML,TONY & GUY,AL GURG,220206969,220184502
,PONDS CLEAR SOLUTIONS FACIAL FOAM 100GM,PONDS,AL GURG,130121922,WWBOWW0204714
8.71716E+12,AXE AERO DARK TEMPT 150 ML,AXE,AL GURG,220236170,130121922
6.28101E+12,VASELINE BABY 480 DEPENDING 480ML,VASELINE,AL GURG,220226496,BZBTSLOAXE47363
8.71716E+12,AXE DEO BLACK MCQUEEN 150ML,AXE,AL GURG,220217588,BZBTSLOVAS08845
79400204455,T&G COND BLONDE 250ML,TONY & GUY,AL GURG,220205143,BZBTSLOAXE47349
,VASELINE JELLY ALOE 100ML,VASELINE,AL GURG,220218619,WUBOWU0204455
,VASELINE JELLY COCOA BUTTER 100ML,VASELINE,AL GURG,220235818,220218619
79400204530,T&G INFINITE DAMAGE REPAIR MASK 200ML,TONI & GUY,AL GURG,220160713,220235818
6.28101E+12,VASELINE SKIN JELLY ORIGINAL 120ML,VASELINE,AL GURG,220216955,WWBOWW0204530
,PONDS PURE BRIGHT MINERAL CLAY FACE CLEANSER SCRUB 90GM,PONDS,AL GURG,220206295,BZBTSLOVAS08708
79400204394,T&G SMOOTH DEFINITION CONDITIONER 250ML,TONI & GUY,AL GURG,220154678,220206295
