barcode ,Description,BRAND,SUPPLIER,RMS CODE,ALSHAYA CODE
8.42732E+12,SYSTANE 10ML EYE DRP,SYSTANE,AL NEEM,220185476,130206962
9.65016E+12,SYSTANE ULTRA UDV 30X0.7ML,SYSTANE,AL NEEM,220153824,WPBOWPM020367
8.42732E+12,SYSTANE GEL EYE DROPS 10ML,SYSTANE,AL NEEM,220155816,WPBOWPM020373
5.4139E+12,(*)NAPHCON A EYE DROPS 15ML,NAPHCON,AL NEEM,220232667,WPBOWPM020377
6.29107E+12,PRIME BORIC ACID IP 100GM,PRIME,AL QABAS,220153154,BZBTSLONAP24146
9.65014E+11,PRIME ALCOHOL SWABS 100S,PRIME,AL QABAS,220164792,Y6BOY62011856
4.01485E+12,(*)PROCOMIL SPRAY 15 ML,PROCOMIL,AL QABAS,220172370,Y6BOY61070101
6.29107E+12,PRIME HYDROGEN PEROXIDE 100ML,PRIME,AL QABAS,220194601,Y6BOY60188001
9.65014E+11,(*)PRIME ALCOHOL SWABS 200S,PRIME,AL QABAS,220169052,B2BOB22001673
6.19201E+12,PHYSIOL NORMAL SALINE 10 X 5ML,PHYSIOL,AL QABAS,220225780,Y6BOY61070100
8.35776E+11,MRTUMEE GUMMIES MULTIVITAMINS AND MINERALS 60S,MRTUMEE GUMMIES MULTIVITAMINS AND MINERALS 60S,AL RAHMA,220233966,BZBTSLOMED10229
,MRTUMEE MULTIVITAMIN MNRAL GUM 60S,MRTUMEE MULTIVITAMIN MNRAL GUM 60S,AL RAHMA,220236070,BZBTSLOMRT00417
,Mr. Tumee Calcium Plus Vitamin D,MR TUMEE,AL RAHMA,220219669,BZBTSLOMR 00035
8.35776E+11,(V) MR TUMEE VITAMIN D 300 IU GUMEE 60S,MR TUMEE,AL RAHMA,220216150,BZBTSLOMR 00158
8.35776E+11,Mr. Tumee Omega-3 DHA Gumee,MR TUMEE,AL RAHMA,220223189,BZBTSLOMR 01612
8.35776E+11,MRTUMEE ECHVIT C  ZNC GUMEE 60S,MRTUMEE ,AL RAHMA,220220269,BZBTSLOMRT00882
5.00015E+12,VEET CREAM SENSITIVE SKIN 100GM,VEET,AL SEER,220228068,BZBTSLOMR 00202
5.00015E+12,VEET FACIAL WAX STRIPS 20S,VEET,AL SEER,220217144,BZBTSLOVEE80353
3.05994E+12,VEET R-2-U WX STRPS SENS 20S,VEET,AL SEER,220220538,BZBTSLOVEE56829
4.0059E+12,(*)NIVEA DEO INV B/W CLEAR SPRAY MEN,NIVEA,AL SEER,220222530,BZBTSLOVEE25102
4.0058E+12,(*)HANSAPLAST UNIVERSAL ASSOR20S,HANSAPLAST,AL SEER,220234499,BZBTSLONIV35653
4.00581E+12,(*)NIVEA DEO SPRY PERL&BEUTY 150ML,NIVEA,AL SEER,220220848,BZBTSLOHAN50750
4.00581E+12,NIVEA DEO SPRY FRESH MALE 150,NIVEA,AL SEER,220224000,BZBTSLONIV37311
4.0059E+12,HANSAPLAST FOOT PROT 2IN1 SPRAY 150ML,HANSAPLAST,AL SEER,220228209,BZBTSLONIV16002
4.0059E+12,NIVEA MEN DEO ROLL-ON DEEP BEATS 50ML,NIVEA,AL SEER,129807237,BZBTSLOHAN71748
4.00581E+12,NIVEA SUN AFTER SUN LTN 200ML,NIVEA,AL SEER,220224681,129807237
4.00581E+12,NIVEA FRESH POWER SPRAY150ML,NIVEA,AL SEER,220219586,BZBTSLONIV78941
4.00581E+12,NIVEA NATUR FAIRNESS SPRAY WOMAN 150ML,NIVEA,AL SEER,220225788,BZBTSLONIV44927
4.00581E+12,NIVEA DEO SPRY FRESH FEM 150ML,NIVEA,AL SEER,220217950,BZBTSLONIV91982
4.00581E+12,LABELLO LIPCARE CHERRY 5.5ML,LABELLO,AL SEER,220234146,BZBTSLONIV16019
4.00581E+12,LABELLO FRUITY SHINE WATERMELON 4.8G,LABELLO,AL SEER,220233801,BZBTSLOLAB68372
4.00581E+12,NIVEA DEO ROLL ON PERL&BUTY 50ML,NIVEA,AL SEER,220232157,BZBTSLONIV12940
4.00581E+12,(*)NIVEA SUN SPRAY SPF 30 200ML,NIVEA,AL SEER,220225227,BZBTSLONIV37359
4.0059E+12,NIVEA DEO INV B/W CLEAR SPRAY WOMEN,NIVEA,AL SEER,220217407,BZBTSLONIV80027
4.00581E+12,NIVEA VISAGE DBL EFFECT EYE MAKEUP 125ML,NIVEA,AL SEER,220226407,BZBTSLONIV34816
4.0059E+12,NIVEA SUN AFTER SUN SENSITIVE GEL 175ML,NIVEA,AL SEER,220200351,BZBTSLONIV71512
4.00581E+12,NIVEA BODY LOTION COCOA BUTTER 400ML,NIVEA,AL SEER,220230059,W9BOW9713353
4.0058E+12,HANSAPLAST DISNEY FROZEN 20STRIPS,HANSAPLAST,AL SEER,220234907,BZBTSLONIV19093
4.0059E+12,NIVEA SUN PROTECT & DRY TOUCH SPF30 175ML,NIVEA,AL SEER,220200179,BZBTSLOHAN87834
4.00581E+12,NIVEA SHOWER GEL LEMON & OIL250ML,NIVEA,AL SEER,220232763,W9BOW9715746
4.00581E+12,NIVEA CREME 150ML,NIVEA,AL SEER,220225566,BZBTSLONIV35028
4.0058E+12,HANSAPLAST ELASTIC STRIPS X 100S,HANSAPLAST,AL SEER,220219255,BZBTSLONIV66190
4.00581E+12,NIVEA SHOWER WATER LILLY & OIL250ML,NIVEA,AL SEER,220217657,BZBTSLOHAN22928
4.0059E+12,NIVEA SUN CAROTENE LTN SPF6 200ML,NIVEA,AL SEER,220157529,BZBTSLONIV13341
4.0059E+12,NIVEA BDY LTN ALOE & HYDRATN 48H 400ML,NIVEA,AL SEER,220235652,Y4BOY4NIVES9256
4.0059E+12,NIVEA FACE 3 IN 1 MICELLAR WATER 400ML,NIVEA,AL SEER,220220228,BZBTSLONIV90612
4.0059E+12,NIVEA BABY CARING OIL DELICATE 200ML,NIVEA,AL SEER,220226967,BZBTSLONIV39263
4.0059E+12,NIVEA SFTMSTRZNG CRM200ML,NIVEA,AL SEER,220217688,BZBTSLONIV34597
4.0059E+12,NIVEA DEO INV B/W CLEAR ROLL ON MEN,NIVEA,AL SEER,220229626,BZBTSLONIV08442
4.0058E+12,(*)HANSAPLAST XTRA TOGH WF STRIP16S,HANSAPLAST,AL SEER,220222833,BZBTSLONIV36162
4.00581E+12,NIVEA SHOWER POWERFRUIT RELAX250ML,NIVEA,AL SEER,220217429,BZBTSLOHAN30550
4.0059E+12,NIVEA BABY SHAMP PURE & MILD 500ML,NIVEA,AL SEER,220221829,BZBTSLONIV49891
4.0059E+12,NIVEA BABY MOIST LOT MILD TOUCH 500ML,NIVEA,AL SEER,220229749,BZBTSLONIV34849
4.00581E+12,NIVEA SKFRMNG BLTN Q10+400ML,NIVEA,AL SEER,220221430,BZBTSLONIV34818
4.0059E+12,HANSAPLAST CLASSIC 5MX2.5CM,HANSAPLAST,AL SEER,220173084,BZBTSLONIV78350
4.0059E+12,NIVEA SUN UV FACE ANTI AGE SPF50 50ML,NIVEA,AL SEER,220223689,Y4BOY40571823
4.0059E+12,NIVEA BABY SHAMP & BATH HEAD TO TOE 500ML,NIVEA,AL SEER,220228790,BZBTSLONIV79648
4.00581E+12,NIVEA DEO ROLL ON DRY MALE 50ML,NIVEA,AL SEER,220222004,BZBTSLONIV34788
4.00581E+12,NIVEA DEO ROLL ON FRESH FEM 50ML,NIVEA,AL SEER,220227351,BZBTSLONIV16101
4.00581E+12,NIVEA MEN MILD SHAVE CREAM,NIVEA,AL SEER,220222009,BZBTSLONIV28098
4.0059E+12,(*)NIVEA SUN P&R COOLMIST SPF30 200ML,NIVEA,AL SEER,220156474,BZBTSLONIV17719
4.00581E+12,NIVEA BODY REPAIR & CARE LOTION 400ML,NIVEA,AL SEER,220215960,Y4BOY4880065
4.0059E+12,NIVEA FACE FAIRNESS EYE MAKE-UP REMOVER 125ML,NIVEA,AL SEER,220217487,BZBTSLONIV93021
4.00581E+12,NIVEA CLTN FR NRMLSKN 400ML,NIVEA,AL SEER,220229639,BZBTSLONIV50445
4.00581E+12,NIVEA MEN REPLENISH POST SHAVE BALM 100ML,NIVEA,AL SEER,220224611,BZBTSLONIV80827
4.00581E+12,NIVEA MEN SENSI SHAVE FOAM 200ML,NIVEA,AL SEER,220228945,BZBTSLONIV30009
4.0059E+12,NIVEA SHOWER GEL FRESH BLENDS WTERMELON 300ML,NIVEA,AL SEER,220219169,BZBTSLONIV17207
,HANSAPLAST LION ARNICA HEAT PLASTER 1S,HANSAPLAST,AL SEER,130237223,BZBTSLONIV39353
4.0059E+12,NIVEA MEN DEO SPRAY DEEP BEATS 150ML,NIVEA,AL SEER,129812179,130237223
4.0059E+12,NIVEA SHOWER GEL FRESH BLENDS APRICOT 300ML,NIVEA,AL SEER,220224398,129812179
4.0059E+12,NIVEA B&W INV SILKY SMOOTH ROLL ON 50ML,NIVEA,AL SEER,220230869,BZBTSLONIV39414
4.0059E+12,NIVEA SHOWER GEL FRESH BLENDS RASPBERY 300ML,NIVEA,AL SEER,220236458,BZBTSLONIV42571
4.0059E+12,HANSAPLAST DRY FEET MOIST CRM 100ML,HANSAPLAST,AL SEER,220225416,BZBTSLONIV39384
4.0058E+12,HANSAPLAST ELASTIC 2 SIZES 20 STRIPS,HANSAPLAST,AL SEER,220229250,BZBTSLOHAN03067
4.00581E+12,NIVEA MEN SHOWER GEL VITALITY FRESH 250ML,NIVEA,AL SEER,220224626,BZBTSLOHAN55113
4.00581E+12,NIVEA SUN SPF 30 LTN 200ML,NIVEA,AL SEER,220235033,BZBTSLONIV01229
4.0059E+12,NIVEA SHOWER FRANGIPANI & OIL 250ML,NIVEA,AL SEER,220231532,BZBTSLONIV79908
4.00581E+12,NIVEA MEN SENSI SHAV GEL 200ML,NIVEA,AL SEER,220230789,BZBTSLONIV14308
4.00581E+12,NIVEA MEN SHOWER GEL ENERGY 250ML,NIVEA,AL SEER,220230270,BZBTSLONIV17405
4.00581E+12,NIVEA BODY FAIRNESS CRM 200ML,NIVEA,AL SEER,220217954,BZBTSLONIV35059
4.0059E+12,NIVEA MEN ORIGINAL CREAM 150ML,NIVEA,AL SEER,220219808,BZBTSLONIV39247
4.00581E+12,NIVEA CLEAR STRIPS 6S,NIVEA,AL SEER,220224523,BZBTSLONIV00972
4.00581E+12,NIVEA SUN KIDS SWIM&PLAY LTN SPF50+150 ML,NIVEA,AL SEER,220229008,BZBTSLONIV64010
4.0059E+12,NIVEA DEO INVB/W CLEAR ROLL ON WOMEN,NIVEA,AL SEER,220221225,BZBTSLONIV75018
4.00581E+12,NIVEA MEN MOIST SHAVE GEL 200ML,NIVEA,AL SEER,220218837,BZBTSLONIV35295
4.0058E+12,(*)HANSAPLAST BLISTER PLASTER LRG 5PC,HANSAPLAST,AL SEER,220217800,BZBTSLONIV17603
4.00581E+12,NIVEA MEN PURE IMPACT SHOWER GEL 250ML,NIVEA,AL SEER,220216568,BZBTSLOHAN05732
4.0059E+12,NIVEA BODY LOTIONS WHITENING 400ML,NIVEA,AL SEER,220225486,BZBTSLONIV81812
4.0058E+12,(*)HANSAPLAST AQUA PROTECT PLASTER 20S,HANSAPLAST,AL SEER,220229401,BZBTSLONIV11817
4.0059E+12,NIVEA MICELLAR ROSE WATER 400ML,NIVEA,AL SEER,220221468,BZBTSLOHAN71485
4.00581E+12,NIVEA CLTN FR XTRDSKN 400ML,NIVEA,AL SEER,220229591,BZBTSLONIV20633
4.00581E+12,NIVEA VIS PRFYING FCL WSH OILY 150ML,NIVEA,AL SEER,220218086,BZBTSLONIV80797
4.00581E+12,NIVEA MEN SHOWER GEL COOL KICK 250ML,NIVEA,AL SEER,220226116,BZBTSLONIV69646
4.0059E+12,HANSAPLAST CALLUS INTENSIVE CRM 75ML,HANSAPLAST,AL SEER,220226817,BZBTSLONIV96746
4.00581E+12,NIVEA VIS REF FCL CLNSNG WPS 25S,NIVEA,AL SEER,220226059,BZBTSLOHAN04132
4.00581E+12,NIVEA DEO SPRAY DRY MALE 150ML,NIVEA,AL SEER,220227303,BZBTSLONIV11212
4.00581E+12,NIVEA MEN ORIGINAL FACIAL WASH 100ML,NIVEA,AL SEER,220233730,BZBTSLONIV16026
4.00581E+12,NIVEA VIS FOAMING FACIAL WASH 150ML,NIVEA,AL SEER,220235170,BZBTSLONIV28010
4.0059E+12,NIVEA MEN DEEP ANTI-PERSPIRANT SPRAY 150ML,NIVEA,AL SEER,220219663,BZBTSLONIV69325
4.00581E+12,NIVEA DEO ROLL ON DRY FEM 50ML,NIVEA,AL SEER,220228671,BZBTSLONIV17982
4.0058E+12,HANSAPLAST DISNEY PRINCESS 20 STRIPS,HANSAPLAST,AL SEER,220236061,BZBTSLONIV16118
4.00581E+12,NIVEA VIS GNTL CLNSNG WPS D&S 25S,NIVEA,AL SEER,220228792,BZBTSLOHAN87766
4.0058E+12,HANSAPLAST TRANSPARENT STRIP20S,HANSAPLAST,AL SEER,220219670,BZBTSLONIV19065
4.0059E+12,NIVEA HAND NOURISHING CRME 100ML,NIVEA,AL SEER,220231985,BZBTSLOHAN84537
4.0058E+12,HANSAPLAST CORN PLASTER 8STRIPS,HANSAPLAST,AL SEER,220229944,BZBTSLONIV22998
4.00581E+12,NIVEA SUN SPF 50 LTN 200 ML,NIVEA,AL SEER,220222416,BZBTSLOHAN38242
4.0058E+12,HANSAPLAST WATER RESISTANT X 100S,HANSAPLAST,AL SEER,220233949,BZBTSLONIV79922
4.00581E+12,NIVEA MEN COOLKICK SHAVING GEL 200ML,NIVEA,AL SEER,220234611,BZBTSLOHAN78323
4.0059E+12,NIVEA MICELLAR ROSE WATER WIPES 25S,NIVEA,AL SEER,220235161,BZBTSLONIV17306
4.0059E+12,NIVEA MICELLAR ROSE WATER FW 150ML,NIVEA,AL SEER,220219909,BZBTSLONIV19880
4.00581E+12,NIVEA MEN MOIST SHAVE FOAM 200ML,NIVEA,AL SEER,220228454,BZBTSLONIV20664
4.00581E+12,NIVEA VIS GENTLE FCL WSH D&S 150ML,NIVEA,AL SEER,220218551,BZBTSLONIV17009
4.0059E+12,NIVEA B&W INV SILKY SMOOTH SPRAY 150ML,NIVEA,AL SEER,220229397,BZBTSLONIV68465
4.00581E+12,NIVEA DEO ROLL ON POWDER TOUCH FEMALE 50ML,NIVEA,AL SEER,220216263,BZBTSLONIV40188
4.00581E+12,NIVEA DEO SPRY DRY FEM 150ML,NIVEA,AL SEER,220235138,BZBTSLONIV81918
4.0059E+12,NIVEA CLEAR UP DAILY SERUM 50ML,NIVEA,AL SEER,129807076,BZBTSLONIV16033
4.00581E+12,NIVEA KIDS PROTECTION SPF50+ LTN 200ML,NIVEA,AL SEER,220226801,129807076
4.0059E+12,NIVEA CLEAR UP BLEMISH GEL 15ML,NIVEA,AL SEER,129807075,BZBTSLONIV39836
4.0059E+12,NIVEA LUMINOUS EVEN GLOW NIGHT COMPLEXION CARE 50ML,NIVEA,AL SEER,129807074,129807075
4.0059E+12,NIVEA LMINOUS EVEN GLOW EYE SERM 15ML,NIVEA,AL SEER,129807221,129807074
4.0059E+12,NIVEA FC LUMINUS A-SPOT SPF50 40ML,NIVEA,AL SEER,220221760,129807221
4.0059E+12,NIVEA FC LUMINUS A-SPOT SERUM 30ML,NIVEA,AL SEER,220224719,BZBTSLONIV02989
4.00581E+12,LABELLO CLSSC LCARE 48GMS,LABELLO,AL SEER,220232530,BZBTSLONIV03016
3.50411E+12,(*)MUSTELA BABY MASSAGE OIL 100ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220219899,BZBTSLOLAB66606
3.50411E+12,(**)MUSTELA GENTLE CLEASING GEL 500ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220221007,BZBTSLOMUS35860
3.50411E+12,(**)MUSTELA HYDRA BEBE BODY LTN 300ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220228580,BZBTSLOMUS35778
,MUSTELA GENTLE SOAP WITH COLD CREAM 100 G,MUSTELA,AL SHABAK GEN. TRAD LLC,220219102,BZBTSLOMUS35914
3.50411E+12,MUSTELA HYDRA BEBE FACE 40ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220228644,220219102
3.50411E+12,(*)MUSTELA STELATOPIA CREAM 200ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220222318,BZBTSLOMUS35969
3.50411E+12,MUSTELA ENERGIZING BUBBLE BATH 200ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220156134,BZBTSLOMUS33521
3.50411E+12,MUSTELA NOURISHING COLD CREAM 40ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220217343,WVBOWV8700794
3.50411E+12,MUSTELA CICASTELA MOIST RECOVER CRM 40ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220220760,BZBTSLOMUS35990
3.50411E+12,(*)MUSTELA GENTLE SHAMPOO 200ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220223114,BZBTSLOMUS33330
3.50411E+12,MUSTELA STELATOPIA CLEANSING GEL 200ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220228148,BZBTSLOMUS36126
3.50411E+12,MUSTELA NO RINSE CLEANSING WATER 300ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220224777,BZBTSLOMUS33637
3.50411E+12,(*)MUSTELA VITAMIN BARRIER CRM 150G,MUSTELA,AL SHABAK GEN. TRAD LLC,220223256,BZBTSLOMUS35815
3.50411E+12,(*)MUSTELA 2IN1 HAIR AND BODY CLNS GEL 200ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220227823,BZBTSLOMUS24802
3.50411E+12,MUSTELA FOAM SHAMPOO FOR NEWBORNS 150ML,MUSTELA,AL SHABAK GEN. TRAD LLC,220223766,BZBTSLOMUS36058
,MUSTELA BIO ORGANIC CLEANSING GEL 400ML,MUSTELA,AL SHABAK GEN. TRAD LLC,274129436,BZBTSLOMUS34405
,MUSTELA BIO ORGANIC HYDRATING CREAM 150ML,MUSTELA,AL SHABAK GEN. TRAD LLC,273910808,274129436
6.297E+12,PINKY GOAT GLUEME BLACK LASH GLUE,PINK GOAT,ALLIED ENTERPRISES,220201594,273910808
6.297E+12,PINKY GOAT GLUEME WHITE CLEAR,PINK GOAT,ALLIED ENTERPRISES,220202254,B0BOB00765266
5.06058E+12,PINKY GOAT LASH NEON AMY,PINK GOAT,ALLIED ENTERPRISES,220201466,B0BOB00765730
5.06058E+12,PINKY GOAT REEM PARTY LASH,PINK GOAT,ALLIED ENTERPRISES,220202262,B0BOB00000680
5.06058E+12,PINKY GOAT LASH NEON ROSE,PINK GOAT,ALLIED ENTERPRISES,220202146,B0BOB00000536
5.05618E+12,SP VELVET CLOUD CLEANSE FOAM 150ML,SKIN PROUD,ALLIED ENTERPRISES,220208791,B0BOB00000703
5.06058E+12,PINKY GOAT JULIA PARTY LASH,PINK GOAT,ALLIED ENTERPRISES,220202260,B2BOB2SP014
5.05618E+12,SP SORBET SKIN JELLY MOISTURISER 50ML,SKIN PROUD,ALLIED ENTERPRISES,220208568,B0BOB00000611
5.05618E+12,SP RECHARGE 0.5% RETINOL SERUM 25ML,SKIN PROUD,ALLIED ENTERPRISES,220209478,B2BOB2SP002
5.05618E+12,SP BRIGHT BOOST 2% VITAMIN C SERUM 25ML,SKIN PROUD,ALLIED ENTERPRISES,220209035,B2BOB2SP003
5.05618E+12,SP GENTLE ENZYME EXFOLIATOR 150ML,SKIN PROUD,ALLIED ENTERPRISES,220208754,220209035
,SKIN PROUD SLEEP DEFENSE OVERNIGHT MASK 75ML,SKIN PROUD,ALLIED ENTERPRISES,130307904,B2BOB2SP015
5.05618E+12,SP ICICLE COOLING EYE SERUM STICK 9G,SKIN PROUD,ALLIED ENTERPRISES,220209222,130307904
,SP DETOX TONIC 145ML,SKIN PROUD,ALLIED ENTERPRISES,130307876,220209222
,SKIN PROUD RISE AND DEFEND FACE WASH 100ML,SKIN PROUD,ALLIED ENTERPRISES,130307903,130307876
,SKIN PROUD FROZEN OVER HYDRATING GEL 50ML,SKIN PROUD,ALLIED ENTERPRISES,130307905,130307903
5.06058E+12,PINKY GOAT KEONA VEGAN FAUX MINK LASH,PINK GOAT,ALLIED ENTERPRISES,220201589,130307905
5.05618E+12,SP OVERNIGHT SLEEP MASK 50ML,SKIN PROUD,ALLIED ENTERPRISES,220208909,B0BOB00001090
5.05618E+12,SP SMOOTH TALK 2% HA GEL SERUM,SKIN PROUD,ALLIED ENTERPRISES,220209218,B2BOB2SP007
5.05618E+12,SP UNPLUG STICK FACE MASK 35G,SKIN PROUD,ALLIED ENTERPRISES,220208423,B2BOB2SP004
9.65016E+12,(*)ASPIRIN PROTECT 90S,ASPIRIN,ALPHAMED,220152418,220208423
4.0085E+12,(*)BEPANTHENE OINTMENT 30GM,BEPANTHENE,ALPHAMED,220229867,WUBOWUASP-018-0
4.0085E+12,(*)BEPANTHENE SENSIDERM CRM 50G,BEPANTHENE,ALPHAMED,220233339,BZBTSLOBEP09427
9.65016E+11,(*)BEROCCA EFFERVESCENT TABS 10,BEROCCA,ALPHAMED,220157878,BZBTSLOBEP24959
9.65016E+11,(*)CANESTEN CREAM 20GM,CANESTEN,ALPHAMED,220152558,WUBOWUASP-032-0
9.65014E+11,(*)CLARINASE TABLETS 14S,CLARINASE,ALPHAMED,220162684,WUBOWUASP-004-0
6.28507E+12,(*)PRIORIN L HAIR STRENGTHENS 50ML,PRIORIN,ALPHAMED,220222599,YABOYAPCLARPTB014
6.28507E+12,(*)PRIORIN REVITALISING SHAMPOO NORMAL/DRY HAIR 200ML,PRIORIN,ALPHAMED,220226376,BZBTSLOPRI01519
6.28507E+12,(*)PRIORIN REVITALISING SHAMPOO OILY HAIR 200ML,PRIORIN,ALPHAMED,220228468,BZBTSLOPRI01144
4.0085E+12,(**)BEPANTEHENE CREAM 30GM,BEPANTHENE,ALPHAMED,220225316,BZBTSLOPRI01151
4.0085E+12,(**)BEPANTHENE OINTMENT 5% 100GM,BEPANTHENE,ALPHAMED,220228966,BZBTSLOBEP09380
4.0085E+12,(**)BEPANTHENE PLUS CREAM 30GM,BEPANTHENE,ALPHAMED,220229280,BZBTSLOBEP18170
9.65014E+11,(**)CLARITINE TABLETS 30S,CLARITINE,ALPHAMED,220161930,BZBTSLOBEP09441
9.65016E+12,(**)PRIORIN N CAP 90S,PRIORIN,ALPHAMED,220159243,YABOYAPCLATB01030
9.65016E+12,(**)REDOXON ORANGE 1G EFF TABS 15S,REDOXON,ALPHAMED,220152697,WUBOWUPRIO001
9.65016E+12,(V) ASPIRIN PROTECT 30S,ASPIRIN,ALPHAMED,220162886,WUBOWUASP-035-0
9.65016E+11,(V) ASPIRIN-C EFF TABS 10S,ASPIRIN,ALPHAMED,220161840,WUBOWUASP-017-0
9.65016E+12,BECOZYME FORTE TABLETS 20S,BECOZYME,ALPHAMED,220161843,WUBOWUASP-003-0
6.28507E+12,BEPANTHEN ANTI SACR GEL 20G,BEPANTHENE,ALPHAMED,220213083,WUBOWUBECO001
9.65016E+12,BEPANTHEN CRM 5%100G,BEPANTHEN,ALPHAMED,220199961,WUBOWU4002080
,BEPANTHEN DERMA GENTLE BODY CLEANSER GEL 400ML,BEPANTHEN,ALPHAMED,130213067,WUBOWU1234567NTHEN
,BEPANTHEN DERMA REGENERATING NIGHT FACE CREAM 50ML,BEPANTHEN,ALPHAMED,130213073,130213067
,BEPANTHEN DERMA REPLENISHING BODY LOTION 200M,BEPANTHEN,ALPHAMED,130192048,130213073
,BEPANTHEN DERMA REPLENISHING BODY LOTION 400ML,BEPANTHEN,ALPHAMED,130213069,130192048
,BEPANTHEN DERMA RESTORING BODY LOTION 200ML,BEPANTHEN,ALPHAMED,130207918,130213069
,BEPANTHEN DERMA RESTORING BODY LOTION 400ML,BEPANTHEN,ALPHAMED,130207914,130207918
,BEPANTHEN DERMA RESTORING FACE CREAM SPF 25 50ML,BEPANTHEN,ALPHAMED,130213072,130207914
,BEPANTHEN GENTLE FACE CLEANSING WASH 200 ML ,BEPANTHEN,ALPHAMED,130227060,130213072
4.0085E+12,BEPANTHENE LOTION 200ML,BEPANTHENE,ALPHAMED,220225584,130227060
6.28507E+12,BEPANTHENE SENSIDAILY CRM 150ML,BEPANTHENE,ALPHAMED,220230313,BZBTSLOBEP09403
9.65016E+12,CAL-C-VITA  EFFERVESCENT TABLETS 15'S,CAL-C-VITA,ALPHAMED,220229337,BZBTSLOBEP03094
9.65016E+11,CANESTEN 05GM TABLETS 1S,CANESTEN,ALPHAMED,220160309,WUBOWUCALC987
9.65016E+11,CANESTEN SOLUTION 20ML,CANESTEN,ALPHAMED,220166442,WUBOWUASP-007-0
,CLARITINE SYRUP GRAPE FLAVOR 5MG/5ML 120ML,CLARITINE,ALPHAMED,130021900,WUBOWUASP-005-0
,MARTIANS FUTURA 30 CHEWABLE TABLETS,MARTIANS,ALPHAMED,330459501,130021900
,MARTIANS PROIMUN DEFEND 30 CHEWABLE TABLETS,MARTIANS,ALPHAMED,330434573,330459501
4.0085E+12,RENNIE TABLETS 96S,RENNIE,ALPHAMED,220221586,330434573
5.06018E+12,(*)(V) DR ORGANIC ALOEVERA DEO ROLLON 50ML,DR ORGANIC,ALPHAMED ,220192719,BZBTSLOREN09946
5.06039E+12,(*)(V) DR ORGANIC CHARCOAL TOOTHPASTE 100ML,DR ORGANIC,ALPHAMED ,220193652,WUBOWU6671478
5.06018E+12,(*)(V) DR ORGANIC TEA TREE DEO 50ML,DR ORGANIC,ALPHAMED ,220192814,WUBOWU1844213
5.06018E+12,(*)(V) DR ORGANIC VRGN COCO OIL DEO 50ML,DR ORGANIC,ALPHAMED ,220191025,WUBOWU6671508
8.47E+12,(*)(V) ISDIN EVERCLEAN ON THE SPOT DRYING GEL 10ML,ISDIN,ALPHAMED ,220224177,WUBOWU6675124
8.47E+12,(*)(V) ISDIN NUTRATOPIC PRO AM EMOL CRM 200ML,ISDIN,ALPHAMED ,220227619,BZBTSLOISD23239
3.66147E+12,(*)(V) NOVEXPERT RADIANCE LIFTING EYE CNTR 15ML,NOVEXPERT,ALPHAMED ,220236579,BZBTSLOISD06454
3.66147E+12,(*)(V) NOVEXPERT SMOOTHING TONING MIST 100ML,NOVEXPERT,ALPHAMED ,220229370,BZBTSLONOV02340
3.66147E+12,(*)(V) NOVEXPERT THE PEELING NIGHT CREAM 40ML,NOVEXPERT,ALPHAMED ,220231195,BZBTSLONOV02418
7.64011E+12,(*)(V) SKINCODE 24 HOUR ENERGZR CRM 50ML,SKINCODE,ALPHAMED ,220236421,BZBTSLONOV02142
6.09789E+11,(*)AMS PEARLY SKIN WHIT CAPS 60CT,AMS,ALPHAMED ,220231170,BZBTSLOSKI10118
5.016E+12,(*)ASCENSIA MICROFILL STRIPS 50S,ASCENSIA,ALPHAMED ,220226620,BZBTSLOAMS68665
6.254E+12,(*)C4 DERM DRINKABLE COLAGEN 14X25ML,C4,ALPHAMED ,220175909,BZBTSLOASC08800
6.254E+12,(*)C4 HAIR DRINKABLE COLAGEN 14X25ML,C4,ALPHAMED ,220220239,WUBOWU121010
6.254E+12,(*)C4JOINTS COLLAGEN DRINKABLE BTL 14X25ML,C4JOINTS,ALPHAMED ,220234161,BZBTSLOC421034
6.29512E+12,(*)DETTOL ANTIBACTERIAL WIPES FRESH,DETTOL,ALPHAMED ,220223353,BZBTSLOC421027
3.28277E+12,(*)DUCRAY ANAPHASE+ SHAMPOO 200ML,DUCRAY,ALPHAMED ,220224908,BZBTSLODET12451
3.28278E+12,(*)DUCRAY CREASTIM ANTI HAIR LOSS LOTION 2X30ML,DUCRAY,ALPHAMED ,220231649,BZBTSLODUC75533
3.28277E+12,(*)DUCRAY KELUAL D.S. SHAMPOO 100ML,DUCRAY,ALPHAMED ,220223291,BZBTSLODUC21577
